timestamp;ORCHIDS;TRANSPORT_FEES;EXPORT_TARIFF;IMPORT_TARIFF;SUNLIGHT;HUMIDITY;DAY
273200;1231.25;1.4;10.5;-2.4;3989.1648;90.47352;-1
273300;1231.0;1.4;10.5;-2.4;3988.3513;90.46743;-1
273400;1230.75;1.4;10.5;-2.4;3987.5386;90.46134;-1
273500;1230.5;1.4;10.5;-2.4;3986.7268;90.45525;-1
273600;1229.75;1.4;10.5;-2.4;3985.9158;90.44918;-1
273700;1229.75;1.4;10.5;-2.4;3985.1055;90.4431;-1
273800;1230.25;1.4;10.5;-2.4;3984.2961;90.437035;-1
273900;1229.25;1.4;10.5;-2.4;3983.4873;90.43097;-1
274000;1228.75;1.4;10.5;-2.4;3982.6797;90.424904;-1
274100;1229.75;1.4;10.5;-2.4;3981.8726;90.418846;-1
274200;1230.25;1.4;10.5;-2.4;3981.0664;90.412796;-1
274300;1230.5;1.4;10.5;-2.4;3980.261;90.406746;-1
274400;1229.75;1.4;10.5;-2.4;3979.4565;90.400696;-1
274500;1230.25;1.4;10.5;-2.4;3978.6526;90.39466;-1
274600;1228.75;1.4;10.5;-2.4;3977.8499;90.388626;-1
274700;1227.25;1.4;10.5;-2.4;3977.0476;90.38259;-1
274800;1225.25;1.4;10.5;-2.4;3976.2463;90.376564;-1
274900;1225.25;1.4;10.5;-2.4;3975.4458;90.37054;-1
275000;1226.25;1.4;10.5;-2.4;3974.646;90.364525;-1
275100;1226.25;1.4;10.5;-2.4;3973.8472;90.358505;-1
275200;1226.0;1.4;10.5;-2.4;3973.049;90.3525;-1
275300;1226.75;1.4;10.5;-2.4;3972.252;90.34649;-1
275400;1226.25;1.4;10.5;-2.4;3971.4553;90.34049;-1
275500;1225.25;1.4;10.5;-2.4;3970.6597;90.334496;-1
275600;1224.25;1.4;10.5;-2.4;3969.865;90.3285;-1
275700;1224.0;1.4;10.5;-2.4;3969.0708;90.32251;-1
275800;1223.75;1.4;10.5;-2.4;3968.2776;90.31653;-1
275900;1225.75;1.4;10.5;-2.4;3967.4854;90.31055;-1
276000;1225.25;1.4;10.5;-2.4;3966.6936;90.30457;-1
276100;1224.25;1.4;10.5;-2.4;3965.9028;90.2986;-1
276200;1224.25;1.4;10.5;-2.4;3965.113;90.29263;-1
276300;1223.25;1.4;10.5;-2.4;3964.3237;90.286674;-1
276400;1223.25;1.4;10.5;-2.4;3963.5354;90.280716;-1
276500;1224.25;1.4;10.5;-2.4;3962.748;90.274765;-1
276600;1225.25;1.4;10.5;-2.4;3961.9612;90.268814;-1
276700;1224.25;1.4;10.5;-2.4;3961.1753;90.26287;-1
276800;1224.75;1.4;10.5;-2.4;3960.3901;90.25693;-1
276900;1223.75;1.4;10.5;-2.4;3959.606;90.25099;-1
277000;1224.0;1.4;10.5;-2.4;3958.8225;90.245056;-1
277100;1224.0;1.4;10.5;-2.4;3958.0398;90.239136;-1
277200;1224.25;1.4;10.5;-2.4;3957.2578;90.23321;-1
277300;1225.75;1.4;10.5;-2.4;3956.4768;90.22729;-1
277400;1226.75;1.4;10.5;-2.4;3955.6965;90.221375;-1
277500;1226.75;1.4;10.5;-2.4;3954.9172;90.21547;-1
277600;1226.5;1.4;10.5;-2.4;3954.1384;90.209564;-1
277700;1226.5;1.4;10.5;-2.4;3953.3606;90.20366;-1
277800;1225.75;1.4;10.5;-2.4;3952.5837;90.19776;-1
277900;1224.75;1.4;10.5;-2.4;3951.8076;90.19187;-1
278000;1226.25;1.4;10.5;-2.4;3951.0322;90.18598;-1
278100;1226.25;1.4;10.5;-2.4;3950.2576;90.1801;-1
278200;1226.75;1.4;10.5;-2.4;3949.484;90.17422;-1
278300;1225.75;1.4;10.5;-2.4;3948.7107;90.16834;-1
278400;1225.75;1.4;10.5;-2.4;3947.9387;90.162476;-1
278500;1225.75;1.4;10.5;-2.4;3947.1672;90.15661;-1
278600;1226.0;1.4;10.5;-2.4;3946.3967;90.15075;-1
278700;1224.25;1.4;10.5;-2.4;3945.627;90.14489;-1
278800;1225.25;1.4;10.5;-2.4;3944.8582;90.13904;-1
278900;1225.0;1.4;10.5;-2.4;3944.09;90.13319;-1
279000;1225.75;1.4;10.5;-2.4;3943.3228;90.12734;-1
279100;1224.75;1.4;10.5;-2.4;3942.5562;90.121506;-1
279200;1225.0;1.4;10.5;-2.4;3941.7905;90.11567;-1
279300;1225.0;1.4;10.5;-2.4;3941.0256;90.10984;-1
279400;1223.75;1.4;10.5;-2.4;3940.2617;90.10401;-1
279500;1223.75;1.4;10.5;-2.4;3939.4983;90.09819;-1
279600;1224.75;1.4;10.5;-2.4;3938.7358;90.09237;-1
279700;1222.75;1.4;10.5;-2.4;3937.9744;90.086555;-1
279800;1222.5;1.4;10.5;-2.4;3937.2134;90.08075;-1
279900;1222.25;1.4;10.5;-2.4;3936.4534;90.07494;-1
280000;1221.25;1.4;10.5;-2.4;3935.6943;90.069145;-1
280100;1221.75;1.4;10.5;-2.4;3934.9358;90.06335;-1
280200;1222.75;1.4;10.5;-2.4;3934.1782;90.057556;-1
280300;1223.25;1.4;10.5;-2.4;3933.4214;90.05177;-1
280400;1223.75;1.4;10.5;-2.4;3932.6655;90.04599;-1
280500;1223.75;1.4;10.5;-2.4;3931.9102;90.040215;-1
280600;1223.75;1.4;10.5;-2.4;3931.156;90.03444;-1
280700;1223.75;1.4;10.5;-2.4;3930.4023;90.02867;-1
280800;1224.0;1.4;10.5;-2.4;3929.6497;90.0229;-1
280900;1222.75;1.4;10.5;-2.4;3928.8977;90.01714;-1
281000;1223.75;1.4;10.5;-2.4;3928.1465;90.01139;-1
281100;1222.75;1.4;10.5;-2.4;3927.3962;90.00564;-1
281200;1221.25;1.3;10.5;-2.4;3926.6467;89.99989;-1
281300;1221.75;1.3;10.5;-2.4;3925.898;89.99415;-1
281400;1221.75;1.3;10.5;-2.4;3925.15;89.98841;-1
281500;1221.25;1.3;10.5;-2.4;3924.4028;89.98267;-1
281600;1220.25;1.3;10.5;-2.4;3923.6565;89.976944;-1
281700;1220.75;1.3;10.5;-2.4;3922.9111;89.97122;-1
281800;1220.75;1.3;10.5;-2.4;3922.1665;89.9655;-1
281900;1221.25;1.3;10.5;-2.4;3921.4226;89.959785;-1
282000;1221.25;1.3;10.5;-2.4;3920.6794;89.95407;-1
282100;1221.5;1.3;10.5;-2.4;3919.9373;89.948364;-1
282200;1220.25;1.3;10.5;-2.4;3919.1958;89.942665;-1
282300;1219.25;1.3;10.5;-2.4;3918.455;89.936966;-1
282400;1219.5;1.3;10.5;-2.4;3917.7153;89.931274;-1
282500;1220.75;1.3;10.5;-2.4;3916.9763;89.92558;-1
282600;1219.75;1.3;10.5;-2.4;3916.238;89.9199;-1
282700;1218.75;1.3;10.5;-2.4;3915.5005;89.914215;-1
282800;1220.25;1.3;10.5;-2.4;3914.764;89.90855;-1
282900;1220.25;1.3;10.5;-2.4;3914.028;89.90287;-1
283000;1219.25;1.3;10.5;-2.4;3913.2932;89.8972;-1
283100;1219.25;1.3;10.5;-2.4;3912.5588;89.89154;-1
283200;1219.75;1.3;10.5;-2.4;3911.8254;89.88589;-1
283300;1220.0;1.3;10.5;-2.4;3911.093;89.88023;-1
283400;1220.75;1.3;10.5;-2.4;3910.361;89.87458;-1
283500;1220.25;1.3;10.5;-2.4;3909.6301;89.868935;-1
283600;1220.25;1.3;10.5;-2.4;3908.9001;89.8633;-1
283700;1220.5;1.3;10.5;-2.4;3908.1707;89.85766;-1
283800;1220.25;1.3;10.5;-2.4;3907.4421;89.85203;-1
283900;1220.25;1.3;10.5;-2.4;3906.7144;89.846405;-1
284000;1221.25;1.3;10.5;-2.4;3905.9873;89.84078;-1
284100;1221.5;1.3;10.5;-2.4;3905.2612;89.83517;-1
284200;1221.75;1.3;10.5;-2.4;3904.536;89.82955;-1
284300;1222.0;1.3;10.5;-2.4;3903.8113;89.823944;-1
284400;1220.75;1.3;10.5;-2.4;3903.0876;89.81834;-1
284500;1222.75;1.3;10.5;-2.4;3902.3647;89.81274;-1
284600;1222.25;1.3;10.5;-2.4;3901.6426;89.807144;-1
284700;1222.25;1.3;10.5;-2.4;3900.9214;89.80155;-1
284800;1223.75;1.3;10.5;-2.4;3900.2007;89.79597;-1
284900;1222.25;1.3;10.5;-2.4;3899.481;89.79038;-1
285000;1222.25;1.3;10.5;-2.4;3898.7622;89.784805;-1
285100;1221.75;1.3;10.5;-2.4;3898.0442;89.779236;-1
285200;1223.25;1.3;10.5;-2.4;3897.3267;89.77367;-1
285300;1224.75;1.3;10.5;-2.4;3896.6104;89.768105;-1
285400;1222.75;1.3;10.5;-2.4;3895.8945;89.76254;-1
285500;1223.75;1.3;10.5;-2.4;3895.1797;89.75699;-1
285600;1224.0;1.3;10.5;-2.4;3894.4656;89.751434;-1
285700;1224.0;1.3;10.5;-2.4;3893.7524;89.74589;-1
285800;1223.75;1.3;10.5;-2.4;3893.0398;89.74035;-1
285900;1223.75;1.3;10.5;-2.4;3892.3281;89.73481;-1
286000;1224.25;1.3;10.5;-2.4;3891.6174;89.72928;-1
286100;1225.25;1.3;10.5;-2.4;3890.9072;89.723755;-1
286200;1225.25;1.3;10.5;-2.4;3890.198;89.71823;-1
286300;1224.25;1.3;10.5;-2.4;3889.4897;89.71271;-1
286400;1224.25;1.3;10.5;-2.4;3888.782;89.7072;-1
286500;1225.25;1.3;10.5;-2.4;3888.0752;89.70168;-1
286600;1225.5;1.3;10.5;-2.4;3887.3691;89.69618;-1
286700;1226.75;1.3;10.5;-2.4;3886.6638;89.69068;-1
286800;1226.75;1.3;10.5;-2.4;3885.9595;89.68518;-1
286900;1228.25;1.3;10.5;-2.4;3885.2559;89.679695;-1
287000;1228.0;1.3;10.5;-2.4;3884.553;89.6742;-1
287100;1227.25;1.3;10.5;-2.4;3883.851;89.668724;-1
287200;1227.5;1.3;10.5;-2.4;3883.1497;89.663246;-1
287300;1227.75;1.3;10.5;-2.4;3882.4492;89.65777;-1
287400;1227.75;1.3;10.5;-2.4;3881.7498;89.652306;-1
287500;1226.25;1.3;10.5;-2.4;3881.051;89.646835;-1
287600;1226.25;1.3;10.5;-2.4;3880.353;89.64138;-1
287700;1226.25;1.3;10.5;-2.4;3879.6558;89.635925;-1
287800;1226.5;1.3;10.5;-2.4;3878.9592;89.63047;-1
287900;1225.75;1.3;10.5;-2.4;3878.2637;89.62502;-1
288000;1225.75;1.3;10.5;-2.4;3877.5688;89.61958;-1
288100;1225.5;1.3;10.5;-2.4;3876.875;89.61414;-1
288200;1226.25;1.3;10.5;-2.4;3876.1816;89.60871;-1
288300;1225.25;1.3;10.5;-2.4;3875.4893;89.60329;-1
288400;1225.0;1.3;10.5;-2.4;3874.7979;89.59786;-1
288500;1226.25;1.3;10.5;-2.4;3874.107;89.592445;-1
288600;1226.25;1.3;10.5;-2.4;3873.417;89.58703;-1
288700;1226.75;1.3;10.5;-2.4;3872.7278;89.58162;-1
288800;1226.25;1.3;10.5;-2.4;3872.0396;89.57621;-1
288900;1224.75;1.3;10.5;-2.4;3871.3518;89.57081;-1
289000;1223.75;1.3;10.5;-2.4;3870.665;89.565414;-1
289100;1223.75;1.3;10.5;-2.4;3869.979;89.56002;-1
289200;1224.0;1.3;10.5;-2.4;3869.294;89.554634;-1
289300;1224.75;1.3;10.5;-2.4;3868.6096;89.549255;-1
289400;1226.75;1.3;10.5;-2.4;3867.926;89.54388;-1
289500;1226.75;1.3;10.5;-2.4;3867.2432;89.538506;-1
289600;1225.25;1.3;10.5;-2.4;3866.5613;89.533134;-1
289700;1225.25;1.3;10.5;-2.4;3865.8801;89.52777;-1
289800;1224.25;1.3;10.5;-2.4;3865.1997;89.52241;-1
289900;1225.25;1.3;10.5;-2.4;3864.5203;89.51705;-1
290000;1223.75;1.3;10.5;-2.4;3863.8416;89.5117;-1
290100;1223.75;1.3;10.5;-2.4;3863.1636;89.506355;-1
290200;1223.25;1.3;10.5;-2.4;3862.4863;89.501015;-1
290300;1221.75;1.3;10.5;-2.4;3861.81;89.49568;-1
290400;1222.75;1.3;10.5;-2.4;3861.1345;89.49035;-1
290500;1221.75;1.3;10.5;-2.4;3860.4597;89.485016;-1
290600;1222.0;1.3;10.5;-2.4;3859.7856;89.4797;-1
290700;1221.25;1.3;10.5;-2.4;3859.1125;89.47437;-1
290800;1221.25;1.3;10.5;-2.4;3858.4402;89.46906;-1
290900;1221.0;1.3;10.5;-2.4;3857.7686;89.46375;-1
291000;1221.0;1.3;10.5;-2.4;3857.098;89.45845;-1
291100;1221.0;1.3;10.5;-2.4;3856.428;89.45315;-1
291200;1220.75;1.3;10.5;-2.4;3855.7588;89.44785;-1
291300;1220.75;1.3;10.5;-2.4;3855.0906;89.44256;-1
291400;1219.75;1.3;10.5;-2.4;3854.4229;89.43727;-1
291500;1219.25;1.3;10.5;-2.4;3853.756;89.43199;-1
291600;1217.25;1.3;10.5;-2.4;3853.0903;89.42671;-1
291700;1219.25;1.3;10.5;-2.4;3852.425;89.42144;-1
291800;1219.0;1.3;10.5;-2.4;3851.7607;89.416176;-1
291900;1218.25;1.3;10.5;-2.4;3851.0972;89.41091;-1
292000;1220.25;1.3;10.5;-2.4;3850.4343;89.405655;-1
292100;1220.25;1.3;10.5;-2.4;3849.7725;89.4004;-1
292200;1219.25;1.3;10.5;-2.4;3849.1113;89.39515;-1
292300;1218.25;1.3;10.5;-2.4;3848.451;89.3899;-1
292400;1218.25;1.3;10.5;-2.4;3847.7915;89.38467;-1
292500;1219.25;1.3;10.5;-2.4;3847.1326;89.379425;-1
292600;1219.25;1.3;9.5;-2.4;3846.4746;89.3742;-1
292700;1218.25;1.3;9.5;-2.4;3845.8176;89.36897;-1
292800;1217.25;1.3;9.5;-2.4;3845.1611;89.36375;-1
292900;1217.25;1.3;9.5;-2.4;3844.5056;89.35853;-1
293000;1217.25;1.3;9.5;-2.4;3843.8508;89.35332;-1
293100;1217.75;1.3;9.5;-2.4;3843.197;89.34811;-1
293200;1217.75;1.3;9.5;-2.4;3842.5437;89.3429;-1
293300;1217.25;1.3;9.5;-2.4;3841.8914;89.33771;-1
293400;1218.25;1.3;9.5;-2.4;3841.24;89.33251;-1
293500;1219.25;1.3;9.5;-2.4;3840.589;89.327324;-1
293600;1217.75;1.3;9.5;-2.4;3839.9392;89.322136;-1
293700;1217.75;1.3;9.5;-2.4;3839.29;89.316956;-1
293800;1217.75;1.3;9.5;-2.4;3838.6416;89.31178;-1
293900;1216.75;1.3;9.5;-2.4;3837.9941;89.30661;-1
294000;1216.25;1.3;9.5;-2.4;3837.3474;89.301445;-1
294100;1215.25;1.3;9.5;-2.4;3836.7014;89.29628;-1
294200;1215.5;1.3;9.5;-2.4;3836.0562;89.29112;-1
294300;1215.75;1.3;9.5;-2.4;3835.4119;89.28597;-1
294400;1215.25;1.3;9.5;-2.4;3834.7683;89.28082;-1
294500;1215.5;1.3;9.5;-2.4;3834.1255;89.27568;-1
294600;1216.25;1.3;9.5;-2.4;3833.4834;89.270546;-1
294700;1215.25;1.3;9.5;-2.4;3832.8423;89.26541;-1
294800;1215.25;1.3;9.5;-2.4;3832.202;89.26028;-1
294900;1216.75;1.3;9.5;-2.4;3831.5623;89.25516;-1
295000;1216.25;1.3;9.5;-2.4;3830.9236;89.25004;-1
295100;1217.25;1.3;9.5;-2.4;3830.2856;89.24492;-1
295200;1217.25;1.3;9.5;-2.4;3829.6484;89.23981;-1
295300;1217.5;1.3;9.5;-2.4;3829.012;89.2347;-1
295400;1217.75;1.3;9.5;-2.4;3828.3765;89.2296;-1
295500;1218.0;1.3;9.5;-2.4;3827.7417;89.2245;-1
295600;1217.25;1.3;9.5;-2.4;3827.1077;89.21941;-1
295700;1216.75;1.3;9.5;-2.4;3826.4744;89.214325;-1
295800;1216.5;1.3;9.5;-2.4;3825.842;89.20924;-1
295900;1215.75;1.3;9.5;-2.4;3825.2104;89.20416;-1
296000;1215.75;1.3;9.5;-2.4;3824.5796;89.19909;-1
296100;1217.75;1.3;9.5;-2.4;3823.9495;89.19402;-1
296200;1216.25;1.3;9.5;-2.4;3823.3203;89.18896;-1
296300;1214.25;1.3;9.5;-2.4;3822.692;89.1839;-1
296400;1214.75;1.3;9.5;-2.4;3822.0642;89.17884;-1
296500;1215.25;1.3;9.5;-2.4;3821.4375;89.17379;-1
296600;1215.75;1.3;9.5;-2.4;3820.8115;89.16875;-1
296700;1214.75;1.3;9.5;-2.4;3820.1863;89.163704;-1
296800;1215.75;1.3;9.5;-2.4;3819.5618;89.15867;-1
296900;1215.5;1.3;9.5;-2.4;3818.9382;89.15364;-1
297000;1215.75;1.3;9.5;-2.4;3818.3152;89.14861;-1
297100;1214.75;1.3;9.5;-2.4;3817.6934;89.14359;-1
297200;1214.75;1.3;9.5;-2.4;3817.072;89.13857;-1
297300;1214.75;1.3;9.5;-2.4;3816.4514;89.13356;-1
297400;1214.25;1.3;9.5;-2.4;3815.8318;89.128555;-1
297500;1214.75;1.3;9.5;-2.4;3815.2131;89.12355;-1
297600;1213.75;1.3;9.5;-2.4;3814.595;89.11855;-1
297700;1213.75;1.3;9.5;-2.4;3813.9778;89.113556;-1
297800;1212.75;1.3;9.5;-2.4;3813.361;89.10857;-1
297900;1211.75;1.3;9.5;-2.4;3812.7456;89.103584;-1
298000;1211.25;1.3;9.5;-2.4;3812.1306;89.0986;-1
298100;1212.25;1.3;9.5;-2.4;3811.5166;89.09363;-1
298200;1212.0;1.3;9.5;-2.4;3810.9033;89.08866;-1
298300;1212.75;1.3;9.5;-2.4;3810.2908;89.083694;-1
298400;1213.75;1.3;9.5;-2.4;3809.679;89.078735;-1
298500;1213.75;1.3;9.5;-2.4;3809.068;89.07378;-1
298600;1212.75;1.3;9.5;-2.4;3808.458;89.068825;-1
298700;1213.75;1.3;9.5;-2.4;3807.8486;89.06388;-1
298800;1213.5;1.3;9.5;-2.4;3807.2402;89.05894;-1
298900;1213.5;1.3;9.5;-2.4;3806.6326;89.054;-1
299000;1212.75;1.3;9.5;-2.4;3806.0256;89.049065;-1
299100;1211.75;1.3;9.5;-2.4;3805.4194;89.044136;-1
299200;1211.5;1.3;9.5;-2.4;3804.8142;89.039215;-1
299300;1211.75;1.3;9.5;-2.4;3804.2095;89.034294;-1
299400;1212.25;1.3;9.5;-2.4;3803.6057;89.02938;-1
299500;1212.75;1.3;9.5;-2.4;3803.003;89.024475;-1
299600;1212.75;1.3;9.5;-2.4;3802.4006;89.01957;-1
299700;1212.25;1.3;9.5;-2.4;3801.7993;89.01467;-1
299800;1212.75;1.3;9.5;-2.4;3801.1987;89.00977;-1
299900;1212.75;1.3;9.5;-2.4;3800.5989;89.00488;-1
300000;1214.25;1.3;9.5;-2.4;3800.0;89.0;-1
300100;1214.25;1.3;9.5;-2.4;3799.4019;88.99512;-1
300200;1214.5;1.3;9.5;-2.4;3798.8044;88.99024;-1
300300;1214.5;1.3;9.5;-2.4;3798.2078;88.985374;-1
300400;1214.75;1.3;9.5;-2.4;3797.612;88.98051;-1
300500;1215.0;1.3;9.5;-2.4;3797.0168;88.97565;-1
300600;1215.75;1.3;9.5;-2.4;3796.4226;88.97079;-1
300700;1216.75;1.3;9.5;-2.4;3795.829;88.965935;-1
300800;1216.75;1.3;9.5;-2.4;3795.2363;88.96109;-1
300900;1217.25;1.3;9.5;-2.4;3794.6443;88.956245;-1
301000;1218.25;1.3;9.5;-2.4;3794.053;88.95141;-1
301100;1217.25;1.3;9.5;-2.4;3793.4626;88.94657;-1
301200;1218.75;1.3;9.5;-2.4;3792.8728;88.94174;-1
301300;1217.75;1.3;9.5;-2.4;3792.2837;88.93692;-1
301400;1217.75;1.3;9.5;-2.4;3791.6956;88.9321;-1
301500;1218.75;1.3;9.5;-2.4;3791.108;88.927284;-1
301600;1216.75;1.3;9.5;-2.4;3790.521;88.92247;-1
301700;1218.25;1.3;9.5;-2.4;3789.9348;88.91766;-1
301800;1218.25;1.3;9.5;-2.4;3789.3496;88.912865;-1
301900;1218.75;1.3;9.5;-2.4;3788.765;88.908066;-1
302000;1219.0;1.3;9.5;-2.4;3788.1807;88.903275;-1
302100;1219.75;1.3;9.5;-2.4;3787.5974;88.89849;-1
302200;1218.75;1.3;9.5;-2.4;3787.015;88.89371;-1
302300;1218.25;1.3;9.5;-2.4;3786.4329;88.88893;-1
302400;1218.25;1.3;9.5;-2.4;3785.8518;88.884155;-1
302500;1219.25;1.3;9.5;-2.4;3785.2712;88.87939;-1
302600;1218.25;1.3;9.5;-2.4;3784.6912;88.87462;-1
302700;1217.75;1.3;9.5;-2.4;3784.112;88.86986;-1
302800;1219.75;1.3;9.5;-2.4;3783.5334;88.865105;-1
302900;1220.75;1.3;9.5;-2.4;3782.9556;88.86035;-1
303000;1221.0;1.3;9.5;-2.4;3782.3784;88.855606;-1
303100;1221.75;1.3;9.5;-2.4;3781.8018;88.85087;-1
303200;1221.25;1.3;9.5;-2.4;3781.2258;88.84613;-1
303300;1221.25;1.3;9.5;-2.4;3780.6504;88.84139;-1
303400;1221.75;1.3;9.5;-2.4;3780.076;88.83666;-1
303500;1221.75;1.3;9.5;-2.4;3779.5017;88.83194;-1
303600;1221.75;1.3;9.5;-2.4;3778.9285;88.827225;-1
303700;1220.75;1.3;9.5;-2.4;3778.3555;88.82251;-1
303800;1221.25;1.3;9.5;-2.4;3777.7834;88.817795;-1
303900;1220.25;1.3;9.5;-2.4;3777.212;88.81309;-1
304000;1219.25;1.3;9.5;-2.4;3776.6409;88.80839;-1
304100;1218.25;1.3;9.5;-2.4;3776.0706;88.80369;-1
304200;1219.75;1.3;9.5;-2.4;3775.5007;88.798996;-1
304300;1219.75;1.3;9.5;-2.4;3774.9316;88.79431;-1
304400;1219.25;1.3;9.5;-2.4;3774.363;88.78963;-1
304500;1217.75;1.3;9.5;-2.4;3773.7952;88.78495;-1
304600;1218.0;1.3;9.5;-2.4;3773.2278;88.78027;-1
304700;1218.75;1.3;9.5;-2.4;3772.661;88.775604;-1
304800;1217.25;1.3;9.5;-2.4;3772.0945;88.770935;-1
304900;1216.75;1.3;9.5;-2.4;3771.5288;88.76627;-1
305000;1215.75;1.3;9.5;-2.4;3770.9636;88.76161;-1
305100;1215.75;1.3;9.5;-2.4;3770.3992;88.75696;-1
305200;1215.5;1.3;9.5;-2.4;3769.835;88.75231;-1
305300;1214.25;1.3;9.5;-2.4;3769.2715;88.747665;-1
305400;1215.25;1.3;9.5;-2.4;3768.7087;88.74303;-1
305500;1216.75;1.3;9.5;-2.4;3768.1462;88.738396;-1
305600;1216.75;1.3;9.5;-2.4;3767.5842;88.733765;-1
305700;1218.25;1.3;9.5;-2.4;3767.023;88.72913;-1
305800;1219.25;1.3;9.5;-2.4;3766.4622;88.72451;-1
305900;1217.75;1.3;9.5;-2.4;3765.9019;88.719894;-1
306000;1217.75;1.3;9.5;-2.4;3765.342;88.71528;-1
306100;1218.75;1.3;9.5;-2.4;3764.7827;88.71067;-1
306200;1219.75;1.3;9.5;-2.4;3764.2239;88.70606;-1
306300;1218.25;1.3;9.5;-2.4;3763.6655;88.70146;-1
306400;1218.5;1.3;9.5;-2.4;3763.1077;88.69686;-1
306500;1218.5;1.3;9.5;-2.4;3762.5503;88.69227;-1
306600;1218.5;1.3;9.5;-2.4;3761.9934;88.68768;-1
306700;1217.75;1.3;9.5;-2.4;3761.4373;88.6831;-1
306800;1217.75;1.3;9.5;-2.4;3760.8813;88.67852;-1
306900;1218.25;1.3;9.5;-2.4;3760.3257;88.67394;-1
307000;1218.25;1.3;9.5;-2.4;3759.7708;88.66937;-1
307100;1219.25;1.3;9.5;-2.4;3759.2163;88.6648;-1
307200;1220.25;1.3;9.5;-2.4;3758.6624;88.66024;-1
307300;1220.25;1.3;9.5;-2.4;3758.1086;88.655685;-1
307400;1219.25;1.3;9.5;-2.4;3757.5554;88.65113;-1
307500;1220.25;1.3;9.5;-2.4;3757.0027;88.646576;-1
307600;1220.75;1.3;9.5;-2.4;3756.4504;88.64203;-1
307700;1219.75;1.3;9.5;-2.4;3755.8987;88.63749;-1
307800;1220.75;1.3;9.5;-2.4;3755.3472;88.63295;-1
307900;1221.0;1.3;9.5;-2.4;3754.7961;88.62842;-1
308000;1221.0;1.3;9.5;-2.4;3754.2456;88.623886;-1
308100;1221.0;1.3;9.5;-2.4;3753.6953;88.61936;-1
308200;1220.25;1.3;9.5;-2.4;3753.1455;88.614845;-1
308300;1220.75;1.3;9.5;-2.4;3752.5962;88.61033;-1
308400;1220.25;1.3;9.5;-2.4;3752.047;88.60581;-1
308500;1220.25;1.3;9.5;-2.4;3751.4985;88.6013;-1
308600;1220.75;1.3;9.5;-2.4;3750.9504;88.5968;-1
308700;1221.25;1.3;9.5;-2.4;3750.4026;88.5923;-1
308800;1221.0;1.3;9.5;-2.4;3749.855;88.5878;-1
308900;1221.75;1.3;9.5;-2.4;3749.308;88.583305;-1
309000;1221.5;1.3;9.5;-2.4;3748.7612;88.57882;-1
309100;1221.75;1.3;9.5;-2.4;3748.2148;88.57433;-1
309200;1222.75;1.3;9.5;-2.4;3747.669;88.569855;-1
309300;1222.75;1.3;9.5;-2.4;3747.1233;88.565384;-1
309400;1221.75;1.3;9.5;-2.4;3746.5781;88.560905;-1
309500;1221.25;1.3;9.5;-2.4;3746.033;88.55644;-1
309600;1220.25;1.3;9.5;-2.4;3745.4885;88.55198;-1
309700;1219.25;1.3;9.5;-2.4;3744.944;88.547516;-1
309800;1219.25;1.3;9.5;-2.4;3744.4001;88.54306;-1
309900;1219.25;1.3;9.5;-2.4;3743.8567;88.53861;-1
310000;1220.25;1.3;9.5;-2.4;3743.3132;88.534164;-1
310100;1219.25;1.3;9.5;-2.4;3742.7703;88.52972;-1
310200;1217.25;1.3;9.5;-2.4;3742.2275;88.525276;-1
310300;1218.25;1.3;9.5;-2.4;3741.6853;88.52084;-1
310400;1218.25;1.3;9.5;-2.4;3741.143;88.51641;-1
310500;1218.25;1.3;9.5;-2.4;3740.6013;88.511986;-1
310600;1219.25;1.3;9.5;-2.4;3740.0598;88.50756;-1
310700;1220.75;1.3;9.5;-2.4;3739.5186;88.503136;-1
310800;1220.5;1.3;9.5;-2.4;3738.9778;88.498726;-1
310900;1220.25;1.3;9.5;-2.4;3738.437;88.49431;-1
311000;1222.25;1.3;9.5;-2.4;3737.8967;88.48991;-1
311100;1222.75;1.3;9.5;-2.4;3737.3567;88.4855;-1
311200;1223.0;1.3;9.5;-2.4;3736.8167;88.4811;-1
311300;1222.25;1.3;9.5;-2.4;3736.277;88.4767;-1
311400;1221.75;1.3;9.5;-2.4;3735.7378;88.47231;-1
311500;1221.25;1.3;9.5;-2.4;3735.1987;88.467926;-1
311600;1221.5;1.3;9.5;-2.4;3734.66;88.46354;-1
311700;1221.25;1.3;9.5;-2.4;3734.121;88.45916;-1
311800;1221.75;1.3;9.5;-2.4;3733.5828;88.45478;-1
311900;1222.75;1.3;9.5;-2.4;3733.0447;88.45041;-1
312000;1223.75;1.3;9.5;-2.4;3732.5068;88.44604;-1
312100;1224.0;1.3;9.5;-2.4;3731.969;88.44167;-1
312200;1224.0;1.3;9.5;-2.4;3731.4314;88.43732;-1
312300;1223.75;1.3;9.5;-2.4;3730.8943;88.43295;-1
312400;1222.75;1.3;9.5;-2.4;3730.3572;88.428604;-1
312500;1221.75;1.3;9.5;-2.4;3729.8203;88.424255;-1
312600;1219.25;1.3;9.5;-2.4;3729.2834;88.41991;-1
312700;1219.25;1.3;9.5;-2.4;3728.747;88.415565;-1
312800;1218.75;1.3;9.5;-2.4;3728.2107;88.411224;-1
312900;1218.75;1.3;9.5;-2.4;3727.6746;88.40689;-1
313000;1219.25;1.3;9.5;-2.4;3727.1387;88.402565;-1
313100;1219.25;1.3;9.5;-2.4;3726.6028;88.39824;-1
