day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
1;142800;STARFRUIT;5037;1;5033;1;5032;23;5039;23;;;;;5038.0;73.0
1;142900;STARFRUIT;5032;2;5031;26;;;5038;28;;;;;5035.0;73.0
1;142900;AMETHYSTS;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;1546.0
1;143000;AMETHYSTS;9995;27;;;;;10005;27;;;;;10000.0;1546.0
1;143000;STARFRUIT;5032;27;;;;;5037;7;5039;27;;;5034.5;73.0
1;143100;AMETHYSTS;9998;1;9995;26;;;10005;26;;;;;10001.5;1546.0
1;143100;STARFRUIT;5032;26;;;;;5039;26;;;;;5035.5;73.0
1;143200;STARFRUIT;5031;29;;;;;5038;29;;;;;5034.5;73.0
1;143200;AMETHYSTS;9998;1;9995;29;;;10005;29;;;;;10001.5;1546.0
1;143300;STARFRUIT;5031;30;;;;;5038;30;;;;;5034.5;73.0
1;143300;AMETHYSTS;9998;10;9995;30;;;10005;30;;;;;10001.5;1548.0
1;143400;STARFRUIT;5031;24;;;;;5036;7;5037;1;5038;23;5033.5;62.30078125
1;143400;AMETHYSTS;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;1560.0
1;143500;AMETHYSTS;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;1560.0
1;143500;STARFRUIT;5031;25;;;;;5038;25;;;;;5034.5;68.60546875
1;143600;STARFRUIT;5031;22;;;;;5037;2;5038;20;;;5034.0;64.3046875
1;143600;AMETHYSTS;9996;2;9995;20;;;10002;9;10004;2;10005;20;9999.0;1560.0
1;143700;STARFRUIT;5031;31;;;;;5037;2;5038;29;;;5034.0;84.0
1;143700;AMETHYSTS;9996;2;9995;29;;;10002;3;10004;2;10005;29;9999.0;1560.0
1;143800;STARFRUIT;5031;22;;;;;5036;5;5038;22;;;5033.5;84.0
1;143800;AMETHYSTS;9998;8;9995;22;;;10005;22;;;;;10001.5;1560.0
1;143900;AMETHYSTS;9996;2;9995;20;;;10004;2;10005;20;;;10000.0;1562.0
1;143900;STARFRUIT;5031;22;;;;;5037;2;5038;20;;;5034.0;84.4443359375
1;144000;STARFRUIT;5031;10;5030;24;;;5037;26;;;;;5034.0;83.8564453125
1;144000;AMETHYSTS;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;1562.0
1;144100;STARFRUIT;5030;29;;;;;5037;29;;;;;5033.5;83.4599609375
1;144100;AMETHYSTS;9996;1;9995;28;;;10002;3;10004;1;10005;28;9999.0;1562.0
1;144200;STARFRUIT;5030;26;;;;;5035;5;5037;26;;;5032.5;82.4375
1;144200;AMETHYSTS;9995;26;;;;;10005;26;;;;;10000.0;1562.0
1;144300;AMETHYSTS;9995;22;;;;;9998;7;10005;22;;;9996.5;1562.0
1;144300;STARFRUIT;5034;1;5030;4;5029;22;5036;22;;;;;5035.0;80.7509765625
1;144400;STARFRUIT;5028;26;;;;;5035;26;;;;;5031.5;56.9921875
1;144400;AMETHYSTS;9995;26;;;;;10002;9;10005;26;;;9998.5;1578.0
1;144500;STARFRUIT;5028;26;;;;;5035;26;;;;;5031.5;56.2421875
1;144500;AMETHYSTS;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;1578.0
1;144600;STARFRUIT;5029;5;5028;22;;;5035;22;;;;;5032.0;61.828125
1;144600;AMETHYSTS;9995;22;;;;;10002;4;10005;22;;;9998.5;1578.0
1;144700;AMETHYSTS;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;1578.0
1;144700;STARFRUIT;5029;28;;;;;5035;1;5036;27;;;5032.0;64.609375
1;144800;STARFRUIT;5029;24;;;;;5034;2;5035;1;5036;23;5031.5;66.796875
1;144800;AMETHYSTS;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;1578.0
1;144900;STARFRUIT;5029;8;5028;20;;;5035;21;;;;;5032.0;58.65625
1;144900;AMETHYSTS;9996;1;9995;20;;;10002;1;10004;1;10005;20;9999.0;1578.0
1;145000;STARFRUIT;5029;6;5028;27;;;5035;27;;;;;5032.0;56.109375
1;145000;AMETHYSTS;9995;27;;;;;10005;27;;;;;10000.0;1578.0
1;145100;AMETHYSTS;9996;1;9995;24;;;10002;1;10004;1;10005;24;9999.0;1578.0
1;145100;STARFRUIT;5028;25;;;;;5035;25;;;;;5031.5;58.0703125
1;145200;STARFRUIT;5034;1;5028;29;;;5035;29;;;;;5034.5;56.875
1;145200;AMETHYSTS;9996;2;9995;27;;;10002;6;10004;2;10005;27;9999.0;1578.0
1;145300;STARFRUIT;5028;24;;;;;5035;24;;;;;5031.5;61.7734375
1;145300;AMETHYSTS;10002;1;9995;24;;;10005;24;;;;;10003.5;1578.0
1;145400;STARFRUIT;5030;8;5029;29;;;5035;2;5036;27;;;5032.5;65.4296875
1;145400;AMETHYSTS;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;1580.0
1;145500;AMETHYSTS;9995;30;;;;;10000;4;10005;30;;;9997.5;1580.0
1;145500;STARFRUIT;5029;30;;;;;5032;4;5036;30;;;5030.5;67.921875
1;145600;STARFRUIT;5029;2;5028;30;;;5031;6;5035;32;;;5030.0;61.9765625
1;145600;AMETHYSTS;9996;2;9995;30;;;10000;6;10004;2;10005;30;9998.0;1580.0
1;145700;STARFRUIT;5029;6;5028;23;;;5035;23;;;;;5032.0;53.984375
1;145700;AMETHYSTS;9995;23;;;;;10005;23;;;;;10000.0;1580.0
1;145800;STARFRUIT;5029;8;5028;22;;;5035;22;;;;;5032.0;57.7734375
1;145800;AMETHYSTS;9998;6;9995;22;;;10005;22;;;;;10001.5;1580.0
1;145900;AMETHYSTS;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;1580.0
1;145900;STARFRUIT;5029;8;5028;27;;;5035;27;;;;;5032.0;56.1015625
1;146000;STARFRUIT;5027;28;;;;;5035;28;;;;;5031.0;45.9375
1;146000;AMETHYSTS;10002;5;9995;28;;;10005;28;;;;;10003.5;1580.0
1;146100;STARFRUIT;5027;30;;;;;5035;30;;;;;5031.0;61.80078125
1;146100;AMETHYSTS;10002;1;9995;30;;;10005;30;;;;;10003.5;1590.0
1;146200;STARFRUIT;5028;1;5027;30;;;5033;2;5034;28;;;5030.5;84.0
1;146200;AMETHYSTS;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;1592.0
1;146300;AMETHYSTS;9996;2;9995;23;;;10000;5;10004;2;10005;23;9998.0;1594.0
1;146300;STARFRUIT;5028;3;5027;25;;;5030;5;5033;2;5034;23;5029.0;84.0
1;146400;STARFRUIT;5026;23;;;;;5033;23;;;;;5029.5;82.740234375
1;146400;AMETHYSTS;10002;1;9996;1;9995;22;10004;1;10005;22;;;10003.0;1594.0
1;146500;STARFRUIT;5027;26;;;;;5028;1;5034;26;;;5027.5;87.31640625
1;146500;AMETHYSTS;9996;2;9995;24;;;9998;9;10004;2;10005;24;9997.0;1596.0
1;146600;STARFRUIT;5032;5;5028;8;5027;29;5034;31;;;;;5033.0;90.95703125
1;146600;AMETHYSTS;9998;3;9996;2;9995;29;10004;2;10005;29;;;10001.0;1604.0
1;146700;AMETHYSTS;10002;1;9996;1;9995;25;10004;1;10005;25;;;10003.0;1604.0
1;146700;STARFRUIT;5028;7;5027;26;;;5034;26;;;;;5031.0;96.5234375
1;146800;STARFRUIT;5027;29;;;;;5034;29;;;;;5030.5;96.23681640625
1;146800;AMETHYSTS;9995;29;;;;;9998;6;10005;29;;;9996.5;1606.0
1;146900;STARFRUIT;5027;27;;;;;5030;5;5033;2;5034;25;5028.5;96.0869140625
1;146900;AMETHYSTS;9996;2;9995;25;;;10000;5;10002;1;10004;2;9998.0;1608.0
1;147000;STARFRUIT;5026;26;;;;;5031;7;5033;26;;;5028.5;100.8125
1;147000;AMETHYSTS;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;1608.0
1;147100;AMETHYSTS;9998;2;9995;28;;;10005;28;;;;;10001.5;1608.0
1;147100;STARFRUIT;5026;28;;;;;5033;28;;;;;5029.5;102.1171875
1;147200;STARFRUIT;5026;25;;;;;5033;25;;;;;5029.5;86.6015625
1;147200;AMETHYSTS;9995;25;;;;;10005;25;;;;;10000.0;1608.0
1;147300;STARFRUIT;5025;29;;;;;5030;2;5032;29;;;5027.5;75.7890625
1;147300;AMETHYSTS;9996;2;9995;27;;;9998;1;10004;2;10005;27;9997.0;1608.0
1;147400;STARFRUIT;5026;22;;;;;5033;22;;;;;5029.5;90.2265625
1;147400;AMETHYSTS;9998;1;9995;22;;;10005;22;;;;;10001.5;1608.0
1;147500;STARFRUIT;5026;30;;;;;5033;30;;;;;5029.5;89.1796875
1;147500;AMETHYSTS;9998;9;9995;30;;;10005;30;;;;;10001.5;1608.0
1;147600;STARFRUIT;5026;23;;;;;5032;1;5033;22;;;5029.0;87.703125
1;147600;AMETHYSTS;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;1608.0
1;147700;STARFRUIT;5026;30;;;;;5033;30;;;;;5029.5;96.8359375
1;147700;AMETHYSTS;9998;7;9995;30;;;10005;30;;;;;10001.5;1608.0
1;147800;AMETHYSTS;9996;2;9995;20;;;10004;2;10005;20;;;10000.0;1608.0
1;147800;STARFRUIT;5026;22;;;;;5031;4;5032;2;5033;20;5028.5;95.734375
1;147900;STARFRUIT;5026;23;;;;;5032;1;5033;22;;;5029.0;97.75
1;147900;AMETHYSTS;9996;1;9995;22;;;10002;10;10004;1;10005;22;9999.0;1608.0
1;148000;STARFRUIT;5026;2;5025;29;;;5030;4;5032;31;;;5028.0;93.5625
1;148000;AMETHYSTS;9996;2;9995;29;;;10004;2;10005;29;;;10000.0;1608.0
1;148100;STARFRUIT;5026;28;;;;;5033;28;;;;;5029.5;98.7578125
1;148100;AMETHYSTS;9998;3;9995;28;;;10005;28;;;;;10001.5;1608.0
1;148200;AMETHYSTS;9996;1;9995;26;;;9998;1;10002;8;10004;1;9997.0;1608.0
1;148200;STARFRUIT;5027;5;5026;27;;;5033;27;;;;;5030.0;99.609375
1;148300;STARFRUIT;5031;1;5026;23;;;5033;23;;;;;5032.0;101.8359375
1;148300;AMETHYSTS;9998;7;9995;23;;;10005;23;;;;;10001.5;1608.0
1;148400;STARFRUIT;5026;26;;;;;5033;26;;;;;5029.5;104.6328125
1;148400;AMETHYSTS;10002;1;9996;2;9995;24;10004;2;10005;24;;;10003.0;1608.0
1;148500;STARFRUIT;5026;25;;;;;5033;25;;;;;5029.5;103.8125
1;148500;AMETHYSTS;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;1610.0
1;148600;AMETHYSTS;9996;1;9995;23;;;9998;5;10004;1;10005;23;9997.0;1610.0
1;148600;STARFRUIT;5026;24;;;;;5033;24;;;;;5029.5;110.328125
1;148700;STARFRUIT;5027;7;5026;29;;;5033;29;;;;;5030.0;111.6875
1;148700;AMETHYSTS;9998;8;9996;1;9995;28;10004;1;10005;28;;;10001.0;1612.0
1;148800;STARFRUIT;5026;23;;;;;5031;1;5033;23;;;5028.5;117.765625
1;148800;AMETHYSTS;9998;8;9996;1;9995;22;10004;1;10005;22;;;10001.0;1612.0
1;148900;STARFRUIT;5027;23;;;;;5034;23;;;;;5030.5;125.890625
1;148900;AMETHYSTS;9995;23;;;;;10002;2;10005;23;;;9998.5;1612.0
1;149000;AMETHYSTS;9995;24;;;;;9998;1;10002;6;10005;24;9996.5;1614.0
1;149000;STARFRUIT;5027;24;;;;;5034;24;;;;;5030.5;127.5
1;149100;STARFRUIT;5032;1;5031;3;5027;32;5034;32;;;;;5033.0;129.9765625
1;149100;AMETHYSTS;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;1616.0
1;149200;STARFRUIT;5028;5;5027;21;;;5034;21;;;;;5031.0;130.796875
1;149200;AMETHYSTS;9995;21;;;;;10002;6;10005;21;;;9998.5;1616.0
1;149300;STARFRUIT;5027;24;;;;;5034;24;;;;;5030.5;131.296875
1;149300;AMETHYSTS;9996;2;9995;22;;;10002;8;10004;2;10005;22;9999.0;1616.0
1;149400;AMETHYSTS;9995;23;;;;;10002;1;10005;23;;;9998.5;1617.0
1;149400;STARFRUIT;5027;23;;;;;5034;23;;;;;5030.5;140.078125
1;149500;STARFRUIT;5028;30;;;;;5035;30;;;;;5031.5;151.890625
1;149500;AMETHYSTS;9995;30;;;;;10005;30;;;;;10000.0;1617.0
1;149600;STARFRUIT;5028;25;;;;;5033;4;5034;1;5035;24;5030.5;147.28125
1;149600;AMETHYSTS;9996;1;9995;24;;;9998;1;10002;4;10004;1;9997.0;1617.0
1;149700;AMETHYSTS;9995;30;;;;;10005;30;;;;;10000.0;1617.0
1;149700;STARFRUIT;5027;30;;;;;5034;30;;;;;5030.5;130.0
1;149800;AMETHYSTS;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;1629.0
1;149800;STARFRUIT;5028;24;;;;;5034;1;5035;23;;;5031.0;130.0
1;149900;STARFRUIT;5028;25;;;;;5035;25;;;;;5031.5;130.0
1;149900;AMETHYSTS;9995;25;;;;;10005;25;;;;;10000.0;1629.0
1;150000;AMETHYSTS;9998;5;9995;23;;;10005;23;;;;;10001.5;1629.0
1;150000;STARFRUIT;5033;10;5028;23;;;5035;23;;;;;5034.0;130.0
1;150100;AMETHYSTS;10000;4;9998;4;9996;1;10004;1;10005;29;;;10002.0;1629.0
1;150100;STARFRUIT;5031;4;5029;4;5028;30;5034;1;5035;29;;;5032.5;130.0
1;150200;AMETHYSTS;9995;21;;;;;10005;21;;;;;10000.0;1629.0
1;150200;STARFRUIT;5028;21;;;;;5035;21;;;;;5031.5;130.0
1;150300;STARFRUIT;5029;3;5028;29;;;5035;29;;;;;5032.0;130.0
1;150300;AMETHYSTS;9995;29;;;;;10005;29;;;;;10000.0;1629.0
1;150400;AMETHYSTS;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;1629.0
1;150400;STARFRUIT;5028;30;;;;;5035;30;;;;;5031.5;130.0
1;150500;AMETHYSTS;9996;2;9995;21;;;10004;2;10005;21;;;10000.0;1629.0
1;150500;STARFRUIT;5029;23;;;;;5036;23;;;;;5032.5;130.0
1;150600;AMETHYSTS;9996;1;9995;27;;;9998;3;10000;6;10004;1;9997.0;1632.0
1;150600;STARFRUIT;5029;28;;;;;5032;6;5036;28;;;5030.5;130.0
1;150700;STARFRUIT;5029;1;5028;24;;;5035;25;;;;;5032.0;130.0
1;150700;AMETHYSTS;9998;1;9996;1;9995;24;10004;1;10005;24;;;10001.0;1638.0
1;150800;AMETHYSTS;9995;24;;;;;10005;24;;;;;10000.0;1638.0
1;150800;STARFRUIT;5029;24;;;;;5036;24;;;;;5032.5;130.0
1;150900;AMETHYSTS;10002;1;9996;2;9995;23;10004;2;10005;23;;;10003.0;1638.0
1;150900;STARFRUIT;5030;2;5029;23;;;5036;25;;;;;5033.0;130.0
1;151000;AMETHYSTS;9996;1;9995;26;;;10002;10;10004;1;10005;26;9999.0;1640.0
1;151000;STARFRUIT;5035;1;5029;27;;;5036;27;;;;;5035.5;130.0
1;151100;STARFRUIT;5029;28;;;;;5036;28;;;;;5032.5;130.0
1;151100;AMETHYSTS;9995;28;;;;;10005;28;;;;;10000.0;1640.0
1;151200;AMETHYSTS;9996;2;9995;24;;;10002;9;10004;2;10005;24;9999.0;1640.0
1;151200;STARFRUIT;5029;26;;;;;5036;26;;;;;5032.5;130.0
1;151300;AMETHYSTS;9996;2;9995;28;;;10000;2;10004;2;10005;28;9998.0;1640.0
1;151300;STARFRUIT;5029;30;;;;;5032;2;5036;30;;;5030.5;130.0
1;151400;AMETHYSTS;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;1640.0
1;151400;STARFRUIT;5029;21;;;;;5036;22;;;;;5032.5;130.0
1;151500;STARFRUIT;5029;30;;;;;5034;6;5036;30;;;5031.5;130.0
1;151500;AMETHYSTS;9998;6;9996;2;9995;28;10004;2;10005;28;;;10001.0;1640.0
1;151600;AMETHYSTS;9996;2;9995;21;;;10004;2;10005;21;;;10000.0;1640.0
1;151600;STARFRUIT;5034;1;5030;5;5029;23;5036;23;;;;;5035.0;130.0
1;151700;AMETHYSTS;9995;23;;;;;10005;23;;;;;10000.0;1640.0
1;151700;STARFRUIT;5029;23;;;;;5036;23;;;;;5032.5;130.0
1;151800;AMETHYSTS;9995;28;;;;;10005;28;;;;;10000.0;1640.0
1;151800;STARFRUIT;5030;4;5029;28;;;5036;28;;;;;5033.0;130.0
1;151900;STARFRUIT;5028;21;;;;;5035;21;;;;;5031.5;130.0
1;151900;AMETHYSTS;9995;21;;;;;10005;21;;;;;10000.0;1640.0
1;152000;STARFRUIT;5028;29;;;;;5035;30;;;;;5031.5;130.0
1;152000;AMETHYSTS;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;1640.0
1;152100;AMETHYSTS;9998;6;9995;21;;;10005;21;;;;;10001.5;1640.0
1;152100;STARFRUIT;5028;21;;;;;5035;21;;;;;5031.5;130.0
1;152200;STARFRUIT;5029;30;;;;;5034;8;5036;30;;;5031.5;130.0
1;152200;AMETHYSTS;9996;1;9995;29;;;10002;4;10004;1;10005;29;9999.0;1640.0
1;152300;STARFRUIT;5029;24;;;;;5035;2;5036;22;;;5032.0;130.0
1;152300;AMETHYSTS;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;1640.0
1;152400;STARFRUIT;5029;26;;;;;5036;26;;;;;5032.5;130.0
1;152400;AMETHYSTS;10002;3;9998;5;9995;26;10005;26;;;;;10003.5;1640.0
1;152500;AMETHYSTS;9995;26;;;;;10002;8;10005;26;;;9998.5;1648.0
1;152500;STARFRUIT;5029;26;;;;;5034;1;5036;26;;;5031.5;130.0
1;152600;STARFRUIT;5029;26;;;;;5036;26;;;;;5032.5;130.0
1;152600;AMETHYSTS;9998;9;9996;1;9995;25;10004;1;10005;25;;;10001.0;1648.0
1;152700;STARFRUIT;5029;28;;;;;5036;28;;;;;5032.5;133.0537109375
1;152700;AMETHYSTS;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;1650.0
1;152800;STARFRUIT;5031;4;5030;28;;;5036;2;5037;26;;;5033.5;134.1904296875
1;152800;AMETHYSTS;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;1650.0
1;152900;AMETHYSTS;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;1650.0
1;152900;STARFRUIT;5034;3;5030;6;5029;23;5036;24;;;;;5035.0;134.0
1;153000;STARFRUIT;5030;2;5029;29;;;5034;1;5036;31;;;5032.0;134.0
1;153000;AMETHYSTS;9996;2;9995;29;;;10004;2;10005;29;;;10000.0;1650.0
1;153100;STARFRUIT;5029;26;;;;;5036;26;;;;;5032.5;134.0
1;153100;AMETHYSTS;9995;26;;;;;10005;26;;;;;10000.0;1650.0
1;153200;STARFRUIT;5030;1;5029;30;;;5035;1;5036;29;;;5032.5;134.0
1;153200;AMETHYSTS;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;1650.0
1;153300;AMETHYSTS;9996;1;9995;29;;;10002;3;10004;1;10005;29;9999.0;1650.0
1;153300;STARFRUIT;5028;30;;;;;5035;30;;;;;5031.5;134.0
1;153400;STARFRUIT;5028;26;;;;;5035;26;;;;;5031.5;134.0
1;153400;AMETHYSTS;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;1650.0
1;153500;STARFRUIT;5028;27;;;;;5034;1;5035;26;;;5031.0;134.0
1;153500;AMETHYSTS;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;1650.0
1;153600;STARFRUIT;5029;5;5028;21;;;5035;21;;;;;5032.0;134.0
1;153600;AMETHYSTS;10002;1;9998;6;9996;1;10004;1;10005;20;;;10003.0;1650.0
1;153700;AMETHYSTS;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;1652.0
1;153700;STARFRUIT;5029;1;5028;27;;;5035;28;;;;;5032.0;134.0
1;153800;STARFRUIT;5028;23;;;;;5034;1;5035;22;;;5031.0;134.20751953125
1;153800;AMETHYSTS;9996;1;9995;22;;;10002;3;10004;1;10005;22;9999.0;1653.0
1;153900;STARFRUIT;5029;23;;;;;5032;3;5036;23;;;5030.5;135.09912109375
1;153900;AMETHYSTS;9995;23;;;;;10000;3;10005;23;;;9997.5;1653.0
1;154000;STARFRUIT;5034;1;5029;1;5028;21;5035;22;;;;;5034.5;134.576171875
1;154000;AMETHYSTS;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;1653.0
1;154100;AMETHYSTS;9995;20;;;;;10005;20;;;;;10000.0;1653.0
1;154100;STARFRUIT;5029;20;;;;;5036;20;;;;;5032.5;138.81640625
1;154200;STARFRUIT;5030;1;5029;23;;;5036;23;;;;;5033.0;137.0
1;154200;AMETHYSTS;9996;2;9995;21;;;10004;2;10005;21;;;10000.0;1653.0
1;154300;STARFRUIT;5029;31;;;;;5036;31;;;;;5032.5;137.0
1;154300;AMETHYSTS;9998;1;9996;2;9995;29;10004;2;10005;29;;;10001.0;1653.0
1;154400;STARFRUIT;5029;27;;;;;5036;27;;;;;5032.5;137.0
1;154400;AMETHYSTS;9995;27;;;;;9998;1;10002;5;10005;27;9996.5;1653.0
1;154500;AMETHYSTS;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;1655.0
1;154500;STARFRUIT;5029;22;;;;;5034;1;5036;22;;;5031.5;137.0
1;154600;STARFRUIT;5029;24;;;;;5036;24;;;;;5032.5;137.0
1;154600;AMETHYSTS;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;1655.0
1;154700;STARFRUIT;5034;1;5029;25;;;5035;2;5036;23;;;5034.5;137.0
1;154700;AMETHYSTS;10002;1;9996;2;9995;23;10004;2;10005;23;;;10003.0;1655.0
1;154800;STARFRUIT;5029;3;5028;27;;;5035;27;;;;;5032.0;137.0
1;154800;AMETHYSTS;9998;2;9996;2;9995;25;10004;2;10005;25;;;10001.0;1657.0
1;154900;AMETHYSTS;9998;8;9996;1;9995;20;10004;1;10005;20;;;10001.0;1657.0
1;154900;STARFRUIT;5027;21;;;;;5034;21;;;;;5030.5;137.0
1;155000;STARFRUIT;5028;2;5027;27;;;5034;29;;;;;5031.0;137.0
1;155000;AMETHYSTS;9998;8;9996;2;9995;27;10004;2;10005;27;;;10001.0;1657.0
1;155100;STARFRUIT;5028;27;;;;;5035;28;;;;;5031.5;137.0
1;155100;AMETHYSTS;10002;1;9995;28;;;10005;28;;;;;10003.5;1657.0
1;155200;STARFRUIT;5028;21;;;;;5031;6;5035;21;;;5029.5;137.0
1;155200;AMETHYSTS;9995;21;;;;;10000;6;10005;21;;;9997.5;1663.0
1;155300;AMETHYSTS;9998;2;9995;21;;;10000;2;10005;21;;;9999.0;1663.0
1;155300;STARFRUIT;5028;8;5027;21;;;5030;2;5034;21;;;5029.0;137.0
1;155400;STARFRUIT;5028;30;;;;;5035;30;;;;;5031.5;146.10546875
1;155400;AMETHYSTS;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;1663.0
1;155500;STARFRUIT;5027;30;;;;;5032;4;5034;30;;;5029.5;142.22265625
1;155500;AMETHYSTS;9995;30;;;;;10002;7;10005;30;;;9998.5;1663.0
1;155600;STARFRUIT;5028;26;;;;;5035;26;;;;;5031.5;139.9453125
1;155600;AMETHYSTS;10002;1;9995;26;;;10005;26;;;;;10003.5;1663.0
1;155700;AMETHYSTS;9998;2;9995;29;;;10005;29;;;;;10001.5;1665.0
1;155700;STARFRUIT;5027;29;;;;;5034;29;;;;;5030.5;130.5546875
1;155800;STARFRUIT;5027;25;;;;;5032;5;5034;25;;;5029.5;127.5859375
1;155800;AMETHYSTS;9995;25;;;;;10005;25;;;;;10000.0;1665.0
1;155900;STARFRUIT;5032;9;5027;29;;;5033;2;5034;27;;;5032.5;121.140625
1;155900;AMETHYSTS;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;1665.0
1;156000;STARFRUIT;5026;23;;;;;5027;1;5033;25;;;5026.5;152.927734375
1;156000;AMETHYSTS;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;1665.0
1;156100;AMETHYSTS;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;1665.0
1;156100;STARFRUIT;5027;4;5026;24;;;5033;24;;;;;5030.0;154.9765625
1;156200;STARFRUIT;5027;23;;;;;5034;23;;;;;5030.5;158.2421875
1;156200;AMETHYSTS;9998;3;9996;2;9995;21;10004;2;10005;21;;;10001.0;1665.0
1;156300;STARFRUIT;5027;28;;;;;5034;28;;;;;5030.5;157.21875
1;156300;AMETHYSTS;9998;6;9995;28;;;10005;28;;;;;10001.5;1665.0
1;156400;AMETHYSTS;9998;7;9996;1;9995;28;10004;1;10005;28;;;10001.0;1666.0
1;156400;STARFRUIT;5027;29;;;;;5034;29;;;;;5030.5;158.26953125
1;156500;STARFRUIT;5027;23;;;;;5032;6;5034;24;;;5029.5;158.3798828125
1;156500;AMETHYSTS;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;1666.0
1;156600;STARFRUIT;5027;26;;;;;5034;26;;;;;5030.5;158.37109375
1;156600;AMETHYSTS;9995;26;;;;;10005;26;;;;;10000.0;1666.0
1;156700;STARFRUIT;5028;3;5027;26;;;5034;26;;;;;5031.0;158.0234375
1;156700;AMETHYSTS;10002;1;9998;2;9995;26;10005;26;;;;;10003.5;1666.0
1;156800;AMETHYSTS;10000;6;9996;1;9995;23;10002;4;10004;1;10005;23;10001.0;1668.0
1;156800;STARFRUIT;5030;6;5028;1;5027;24;5034;24;;;;;5032.0;159.23046875
1;156900;STARFRUIT;5027;30;;;;;5034;30;;;;;5030.5;159.22265625
1;156900;AMETHYSTS;9995;30;;;;;10002;7;10005;30;;;9998.5;1668.0
1;157000;STARFRUIT;5028;28;;;;;5034;2;5035;26;;;5031.0;160.453125
1;157000;AMETHYSTS;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;1668.0
1;157100;STARFRUIT;5028;20;;;;;5033;7;5035;20;;;5030.5;162.8916015625
1;157100;AMETHYSTS;9998;6;9995;20;;;10005;20;;;;;10001.5;1668.0
1;157200;AMETHYSTS;10002;2;9995;28;;;10005;28;;;;;10003.5;1674.0
1;157200;STARFRUIT;5028;28;;;;;5033;5;5035;28;;;5030.5;160.49609375
1;157300;STARFRUIT;5028;22;;;;;5030;3;5036;22;;;5029.0;162.9501953125
1;157300;AMETHYSTS;9995;22;;;;;10005;22;;;;;10000.0;1678.0
1;157400;STARFRUIT;5029;1;5028;28;;;5033;4;5035;29;;;5031.0;167.6875
1;157400;AMETHYSTS;9998;2;9996;1;9995;28;10004;1;10005;28;;;10001.0;1678.0
1;157500;STARFRUIT;5029;24;;;;;5036;24;;;;;5032.5;163.0
1;157500;AMETHYSTS;9996;1;9995;23;;;9998;12;10004;1;10005;23;9997.0;1678.0
1;157600;AMETHYSTS;9996;1;9995;30;;;9998;1;10004;1;10005;30;9997.0;1688.0
1;157600;STARFRUIT;5029;31;;;;;5036;31;;;;;5032.5;163.0
1;157700;STARFRUIT;5030;1;5029;24;;;5034;2;5036;25;;;5032.0;163.0
1;157700;AMETHYSTS;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;1688.0
1;157800;STARFRUIT;5030;2;5029;24;;;5034;4;5036;26;;;5032.0;163.0
1;157800;AMETHYSTS;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;1688.0
1;157900;STARFRUIT;5029;21;;;;;5034;7;5036;21;;;5031.5;163.0
1;157900;AMETHYSTS;9995;21;;;;;10005;21;;;;;10000.0;1688.0
1;158000;AMETHYSTS;9996;2;9995;20;;;10004;2;10005;20;;;10000.0;1688.0
1;158000;STARFRUIT;5030;2;5029;20;;;5036;22;;;;;5033.0;163.0
1;158100;STARFRUIT;5030;27;;;;;5037;27;;;;;5033.5;163.0
